NationalDatabaseNumber,Species,Region,Country,City-fromstrandingstable,County,State,BodyofWater,LocalityDetail,Latitude,ConversionLAT,LatitudeUnits,LatitudeActualEstimate,Longitude,ConversionLONG,LongitudeUnits,LongitudeActualEstimate,Howlatlongdetermined,ObservationDate,SickFlag,InjuredFlag,OutofHabitatFlag,DeemedHealthyReleasableFlag,AbandonedOrphanedFlag,InaccesibleFlag,LocationHazardoustoAnimal,LocationHazardousPublic,UnknownCBDFlag,ConditionOtherFlag,ConditionOtherDescription,EntangledFlag,Sex,AgeClass
NE-2013-1151828,truncatus,NE,United States,Beach Haven,Ocean,NJ,Atlantic Ocean,2nd street beach on the ocean,39.562688,39.562688,decimal degrees,estimate,74.235058,-74.235058,decimal degrees,estimate,Internet,2013-SEP-20,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1155184,truncatus,NE,United States,Milton,Sussex,DE,,DE Bay Beach Plum Island 1/4 mile from inlet,38.803027,38.803027,decimal degrees,actual,75.185404,-75.185404,decimal degrees,actual,GPS,2013-DEC-13,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,
NE-2013-1151915,truncatus,NE,United States,Fenwick,Sussex,DE,Atlantic Ocean,Between York Beach and South Bethany,38.5041167,38.5041167,decimal degrees,actual,75.051667,-75.051667,decimal degrees,actual,GPS,2013-SEP-08,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2014-1155260,vitulina,NE,United States,Barnegat Light,Ocean,NJ,Atlantic Ocean,26 Street and the beach,39.742275,39.742275,decimal degrees,estimate,74.112363,-74.112363,decimal degrees,estimate,Internet,2014-JAN-12,Y,Y,N,N,N,N,Y,Y,N,N,,,FEMALE,YEARLING
NE-2014-1155777,groenlandica,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,on Corsons Inlet near the southern point of the park,39.209661,39.209661,decimal degrees,estimate,74.650488,-74.650488,decimal degrees,estimate,Internet,2014-MAR-01,N,N,N,Y,N,N,N,N,N,N,,,MALE,YEARLING
NE-2014-1155778,grypus,NE,United States,Ortley Beach,Ocean,NJ,Atlantic Ocean,On the boardwalk at Fort Ave,39.952107,39.952107,decimal degrees,estimate,74.068693,-74.068693,decimal degrees,estimate,Internet,2014-FEB-14,N,N,N,N,N,N,Y,Y,N,N,,,MALE,PUP/CALF
NE-2013-1152080,truncatus,NE,United States,Wildwood Crest,Cape May,NJ,Atlantic Ocean,Trenton Ave beach,38.958095,38.958095,decimal degrees,estimate,74.843686,-74.843686,decimal degrees,estimate,Internet,2013-AUG-29,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1152083,truncatus,NE,United States,North Wildwood,Cape May,NJ,Atlantic Ocean,"Olde New Jersey Ave and the beach, Hereford Inlet",39.010167,39.010167,decimal degrees,estimate,74.790927,-74.790927,decimal degrees,estimate,Internet,2013-SEP-02,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1148270,phocoena,NE,United States,Monmouth Beach,Monmouth,NJ,Atlantic Ocean,Tied to a bulkhead at the end of Central Road.,40.337355,40.337355,decimal degrees,estimate,73.978481,-73.978481,decimal degrees,estimate,Internet,2013-APR-04,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2013-1148271,delphis,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,On the beach by The Cove.,39.380626,39.380626,decimal degrees,estimate,74.412938,-74.412938,decimal degrees,estimate,Internet,2013-APR-11,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1150470,truncatus,NE,United States,Rehoboth Beach,Sussex,DE,Atlantic Ocean,Prospect St. So. end of boardwalk,38.712778,38.712778,decimal degrees,actual,75.075,-75.075,decimal degrees,actual,GPS,2013-AUG-29,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1150472,truncatus,NE,United States,Rehoboth Beach,Sussex,DE,Atlantic Ocean,Gordons Pond Jetty,38.742536,38.742536,decimal degrees,estimate,75.079837,-75.079837,decimal degrees,estimate,Internet,2013-AUG-25,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1150473,truncatus,NE,United States,Lewes,Sussex,DE,,DE Bay at ferry terminal,38.781944,38.781944,decimal degrees,actual,75.119167,-75.119167,decimal degrees,actual,GPS,2013-AUG-18,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2013-1150479,truncatus,NE,United States,Lewes,Sussex,DE,,"DE Bay, Harbor of Refuge near white lighthouse",38.814182,38.814182,decimal degrees,estimate,75.093784,-75.093784,decimal degrees,estimate,Internet,2013-AUG-19,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,
NE-2013-1155264,truncatus,NE,United States,Dover,Kent,DE,,Ted Harvey Wildlife Area,39.086083,39.086083,decimal degrees,actual,75.425417,-75.425417,decimal degrees,actual,GPS,2013-OCT-13,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2014-1155779,grypus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,"IBSP, jetty on Barnegat Inlet",39.76606,39.76606,decimal degrees,estimate,74.098148,-74.098148,decimal degrees,estimate,Internet,2014-FEB-21,Y,N,N,N,N,N,Y,Y,N,N,,,MALE,PUP/CALF
NE-2013-1148572,truncatus,NE,United States,Maurice River Twp,Cumberland,NJ,Atlantic Ocean,Beach at the end of Moores Beach Road,39.188973,39.188973,decimal degrees,estimate,74.950853,-74.950853,decimal degrees,estimate,Internet,2013-MAY-23,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2013-1148602,grypus,NE,United States,Berkely Township,Ocean,NJ,Atlantic Ocean,On Midway Beach between 6th and 10th Lane.,39.910003,39.910003,decimal degrees,estimate,74.077556,-74.077556,decimal degrees,estimate,Internet,2013-APR-27,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1148272,phocoena,NE,United States,Margate,Atlantic,NJ,Atlantic Ocean,On the beach down from Franklin Avenue.,39.327377,39.327377,decimal degrees,estimate,74.495943,-74.495943,decimal degrees,estimate,Internet,2013-APR-13,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1152794,truncatus,NE,United States,Rehoboth,Sussex,DE,Atlantic Ocean,Rehoboth Ave.,38.716892,38.716892,decimal degrees,estimate,75.075449,-75.075449,decimal degrees,estimate,Internet,2013-OCT-09,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1152096,truncatus,NE,United States,Bethany,Sussex,DE,Atlantic Ocean,Central Ave.,38.540252,38.540252,decimal degrees,estimate,75.053637,-75.053637,decimal degrees,estimate,Internet,2013-OCT-14,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2013-1152097,truncatus,NE,United States,Lewes Beach,Sussex,DE,Atlantic Ocean,200m. south of bath house CHSP,38.751289,38.751289,decimal degrees,actual,75.080996,-75.080996,decimal degrees,actual,GPS,2013-OCT-11,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1152118,truncatus,NE,United States,Lewes,Sussex,DE,Atlantic Ocean,CHSP 200 meters south of bath house,38.739156,38.739156,decimal degrees,actual,75.079343,-75.079343,decimal degrees,actual,GPS,2013-OCT-15,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1152119,truncatus,NE,United States,Rehoboth Beach,Sussex,DE,Atlantic Ocean,Northshores and Costal Beach,38.733519,38.733519,decimal degrees,estimate,75.078931,-75.078931,decimal degrees,estimate,Internet,2013-OCT-14,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2013-1151325,truncatus,NE,United States,Stone Harbor,Cape May,NJ,Atlantic Ocean,104th street and the beach,39.046619,39.046619,decimal degrees,estimate,74.758962,-74.758962,decimal degrees,estimate,Internet,2013-AUG-25,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2013-1151326,truncatus,NE,United States,Strathmere,Cape May,NJ,Atlantic Ocean,312 Bayview Drive under floating dock,39.198547,39.198547,decimal degrees,estimate,74.65728,-74.65728,decimal degrees,estimate,Internet,2013-AUG-25,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1152093,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,Alexander Ave beach,38.940053,38.940053,decimal degrees,estimate,74.972254,-74.972254,decimal degrees,estimate,Internet,2013-SEP-06,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1152094,truncatus,NE,United States,Wildwood,Cape May,NJ,Atlantic Ocean,Wildwood Ave and the beach,38.984497,38.984497,decimal degrees,estimate,74.804375,-74.804375,decimal degrees,estimate,Internet,2013-SEP-08,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2013-1152095,truncatus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,35th street and the beach,39.388591,39.388591,decimal degrees,estimate,74.383046,-74.383046,decimal degrees,estimate,Internet,2013-SEP-12,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1152120,truncatus,NE,United States,Milton,Sussex,DE,,DE Bay Broadkill Texas Ave,38.834553,38.834553,decimal degrees,actual,75.218014,-75.218014,decimal degrees,actual,GPS,2013-OCT-12,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2013-1152121,truncatus,NE,United States,Milton,Sussex,DE,,DE Bay Broadkill 106 S Bayfront Dr,38.827828,38.827828,decimal degrees,actual,75.210815,-75.210815,decimal degrees,actual,GPS,2013-OCT-13,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1151327,truncatus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,IBSP near beach access A-20 and the ocean,39.789957,39.789957,decimal degrees,estimate,74.093014,-74.093014,decimal degrees,estimate,Internet,2013-AUG-25,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2013-1151328,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,"Cape May Point, Whilldin Ave",38.931437,38.931437,decimal degrees,estimate,74.964231,-74.964231,decimal degrees,estimate,Internet,2013-AUG-26,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2014-1158248,truncatus,NE,United States,North Wildwood,Cape May,NJ,Atlantic Ocean,5th street and the beach,38.999235,38.999235,decimal degrees,estimate,74.78721,-74.78721,decimal degrees,estimate,Internet,2014-JUN-13,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2014-1158249,truncatus,NE,United States,Lavallette,Ocean,NJ,Atlantic Ocean,Philadelphia Ave and the beach,39.969241,39.969241,decimal degrees,estimate,74.065282,-74.065282,decimal degrees,estimate,Internet,2014-JUN-20,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,
NE-2013-1152181,truncatus,NE,United States,Surf City,Ocean,NJ,Atlantic Ocean,6th Street and the beach,39.657481,39.657481,decimal degrees,estimate,74.165877,-74.165877,decimal degrees,estimate,Internet,2013-SEP-23,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1152180,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,Floating 25 yards off bridge at Rainbow Channel,39.298165,39.298165,decimal degrees,estimate,74.582853,-74.582853,decimal degrees,estimate,Internet,2013-SEP-19,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2013-1152182,truncatus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,North End Beach near old USCG station,39.428087,39.428087,decimal degrees,estimate,74.34019,-74.34019,decimal degrees,estimate,Internet,2013-SEP-26,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1152183,truncatus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,"IBSP, just north of the Oceanside Residence",39.88694,39.88694,decimal degrees,estimate,74.081069,-74.081069,decimal degrees,estimate,Internet,2013-OCT-11,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1152184,truncatus,NE,United States,Middle Township,Burlington,NJ,Atlantic Ocean,"approximately 2 miles north of Reeds Beach, and 300 yards south of Dennis Creek",39.165031,39.165031,decimal degrees,estimate,74.888936,-74.888936,decimal degrees,estimate,Internet,2013-OCT-05,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2014-1158258,truncatus,NE,United States,Dewey Beach,Sussex,DE,Atlantic Ocean,South of Key Box Rd. DSSP,38.662974,38.662974,decimal degrees,estimate,75.067134,-75.067134,decimal degrees,estimate,Internet,2014-JUN-13,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2013-1152186,truncatus,NE,United States,Strathmere,Atlantic,NJ,Atlantic Ocean,Seaview Drive and the beach,39.200672,39.200672,decimal degrees,estimate,74.65099,-74.65099,decimal degrees,estimate,Internet,2013-OCT-06,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1152187,truncatus,NE,United States,Brick,Ocean,NJ,Atlantic Ocean,"Brick Beach #3, ocean side",40.008735,40.008735,decimal degrees,estimate,74.056864,-74.056864,decimal degrees,estimate,Internet,2013-OCT-06,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1152188,truncatus,NE,United States,Middle Township,Cape May,NJ,Atlantic Ocean,"On the Dennis River, off of Delaware Bay",39.171136,39.171136,decimal degrees,estimate,74.888209,-74.888209,decimal degrees,estimate,Internet,2013-OCT-08,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1152189,truncatus,NE,United States,Beach Haven,Ocean,NJ,Atlantic Ocean,Ocean side beach at 2 Marine Street,39.558169,39.558169,decimal degrees,estimate,74.23805,-74.23805,decimal degrees,estimate,Internet,2013-OCT-10,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1152190,truncatus,NE,United States,Bay Head,Ocean,NJ,Atlantic Ocean,East Ave and the beach,40.06609,40.06609,decimal degrees,estimate,74.042924,-74.042924,decimal degrees,estimate,Internet,2013-OCT-10,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1152191,truncatus,NE,United States,Villas,Cape May,NJ,Atlantic Ocean,Maryland Ave and Delaware Bay,39.026195,39.026195,decimal degrees,estimate,74.943964,-74.943964,decimal degrees,estimate,Internet,2013-OCT-10,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1152192,,NE,United States,Avon-by-the-Sea,Monmouth,NJ,Atlantic Ocean,Lincoln Ave beach,40.189578,40.189578,decimal degrees,estimate,74.009152,-74.009152,decimal degrees,estimate,Internet,2013-OCT-11,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2013-1152194,,NE,United States,Long Beach Twp,Ocean,NJ,Atlantic Ocean,"Beach between East Maryland Ave and East Delaware Ave, Ocean Side",39.583554,39.583554,decimal degrees,estimate,74.221103,-74.221103,decimal degrees,estimate,Internet,2013-OCT-11,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2013-1151112,truncatus,NE,United States,Middle Twp,Cape May,NJ,Atlantic Ocean,"Milman Blvd, on a sandbar off the beach",39.050672,39.050672,decimal degrees,estimate,74.927923,-74.927923,decimal degrees,estimate,Internet,2013-AUG-15,Y,N,N,N,N,N,Y,N,N,N,,,MALE,ADULT
NE-2013-1149376,truncatus,NE,United States,Sandy Hook,Monmouth,NJ,Atlantic Ocean,"Lot Delta on the Beach, in front of visitors center",40.427503,40.427503,decimal degrees,estimate,73.982888,-73.982888,decimal degrees,estimate,Internet,2013-JUL-17,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1151114,clymene,NE,United States,Stone Harbor,Cape May,NJ,Atlantic Ocean,92nd Street beach,39.054026,39.054026,decimal degrees,estimate,74.752692,-74.752692,decimal degrees,estimate,Internet,2013-AUG-16,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1149384,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,Waverly Surf Beach at Surf Road and East Atlantic Ave,39.288771,39.288771,decimal degrees,estimate,74.552751,-74.552751,decimal degrees,estimate,Internet,2013-JUL-24,N,N,N,N,N,N,N,N,N,N,,,MALE,
NE-2013-1149386,truncatus,NE,United States,Ship Bottom,Ocean,NJ,Atlantic Ocean,5th Street Beach,39.650583,39.650583,decimal degrees,estimate,74.171686,-74.171686,decimal degrees,estimate,Internet,2013-JUL-25,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1153138,truncatus,NE,United States,Lewes,Sussex,DE,Atlantic Ocean,"Path from Burtis RD, CHSP",38.781111,38.781111,decimal degrees,actual,75.085833,-75.085833,decimal degrees,actual,GPS,2013-OCT-11,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1153139,truncatus,NE,United States,Milton,Sussex,DE,,DE Bay Broadkill Beach,38.817778,38.817778,decimal degrees,actual,75.201667,-75.201667,decimal degrees,actual,GPS,2013-NOV-29,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1153140,truncatus,NE,United States,Milton,Sussex,DE,,DE Bay Broadkill Beach,38.82806,38.82806,decimal degrees,actual,75.21194,-75.21194,decimal degrees,actual,GPS,2013-OCT-23,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1153141,truncatus,NE,United States,Milton,Sussex,DE,,DE Bay Broadkill Beach 2012 S Bayshore,38.818612,38.818612,decimal degrees,actual,75.201159,-75.201159,decimal degrees,actual,GPS,2013-NOV-22,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1153142,truncatus,NE,United States,Dewey Beach,Sussex,DE,Atlantic Ocean,Indian River Inlet Coast Guard Station,38.609611,38.609611,decimal degrees,estimate,75.067885,-75.067885,decimal degrees,estimate,Internet,2013-NOV-17,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1149382,truncatus,NE,United States,Barnegat Light,Ocean,NJ,Atlantic Ocean,11th street and the beach,39.753174,39.753174,decimal degrees,estimate,74.101573,-74.101573,decimal degrees,estimate,Internet,2013-JUL-22,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1149383,truncatus,NE,United States,Holgate,Ocean,NJ,Atlantic Ocean,Southern tip of Wildlife Management Area,39.500257,39.500257,decimal degrees,estimate,74.30423,-74.30423,decimal degrees,estimate,Internet,2013-JUN-22,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2014-1172000,vitulina,NE,United States,Dewey Beach,Sussex,DE,Atlantic Ocean,Bedford Ave.,38.685859,38.685859,decimal degrees,estimate,75.07002,-75.07002,decimal degrees,estimate,Internet,2014-DEC-21,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2013-1152024,truncatus,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,36th street beach,39.088953,39.088953,decimal degrees,estimate,74.721021,-74.721021,decimal degrees,estimate,Internet,2013-AUG-08,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1149388,truncatus,NE,United States,Margate City,Atlantic,NJ,Atlantic Ocean,South Madison Ave Beach,39.318657,39.318657,decimal degrees,estimate,74.51396,-74.51396,decimal degrees,estimate,Internet,2013-JUN-08,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1149390,truncatus,NE,United States,Brick,Ocean,NJ,Atlantic Ocean,Brick Beach 3,40.008139,40.008139,decimal degrees,estimate,74.056946,-74.056946,decimal degrees,,Internet,2013-JUN-08,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1148853,delphis,NE,United States,Stone Harbor,Cape May,NJ,Atlantic Ocean,84th Street and the Beach,39.059644,39.059644,decimal degrees,estimate,74.748478,-74.748478,decimal degrees,estimate,Internet,2013-MAY-29,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1149385,truncatus,NE,United States,Holgate,Ocean,NJ,Atlantic Ocean,Washington Ave and the Beach,39.532531,39.532531,decimal degrees,estimate,74.261084,-74.261084,decimal degrees,estimate,Internet,2013-JUN-24,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1154634,truncatus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,"North End Beach, near old USCG station",39.427512,39.427512,decimal degrees,estimate,74.340853,-74.340853,decimal degrees,estimate,Internet,2013-DEC-25,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1149379,truncatus,NE,United States,Wildwood,Cape May,NJ,Atlantic Ocean,Floating one mile off of wooden roller coaster,38.978864,38.978864,decimal degrees,estimate,74.807193,-74.807193,decimal degrees,estimate,Internet,2013-JUL-18,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1149375,truncatus,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,22nd Street Beach,39.167472,39.167472,decimal degrees,estimate,74.680935,-74.680935,decimal degrees,estimate,Internet,2013-JUL-17,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1148574,grypus,NE,United States,Loveladies,Ocean,NJ,Atlantic Ocean,On the beach down from Coast Ave.,39.729157,39.729157,decimal degrees,estimate,74.120514,-74.120514,decimal degrees,estimate,Internet,2013-APR-13,N,N,N,Y,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2013-1148575,grypus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,"On the beach, 0.7 miles North of the beach access at the North End Beach.",39.423432,39.423432,decimal degrees,estimate,74.345447,-74.345447,decimal degrees,estimate,Internet,2013-APR-14,N,N,Y,Y,N,N,Y,Y,N,N,,,MALE,PUP/CALF
NE-2013-1148576,truncatus,NE,United States,Middletown,Monmouth,NJ,Atlantic Ocean,934 Navesink River Road,40.384256,40.384256,decimal degrees,estimate,74.018561,-74.018561,decimal degrees,estimate,Internet,2013-APR-11,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1149392,truncatus,NE,United States,Ventnor,Atlantic,NJ,Atlantic Ocean,Dudley Ave and the Beach,39.337517,39.337517,decimal degrees,estimate,74.473618,-74.473618,decimal degrees,estimate,Internet,2013-MAY-24,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1148195,grypus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,2nd Ave and the beach,39.921177,39.921177,decimal degrees,estimate,74.074824,-74.074824,decimal degrees,estimate,Internet,2013-FEB-28,Y,Y,N,N,N,N,Y,Y,N,N,,,MALE,ADULT
NE-2013-1149374,truncatus,NE,United States,Brick,Ocean,NJ,Atlantic Ocean,"Brick Beach 1, Curtis Point Drive and the Beach",40.025788,40.025788,decimal degrees,estimate,74.052573,-74.052573,decimal degrees,estimate,Internet,2013-JUL-16,N,N,N,N,N,N,N,N,N,N,,,FEMALE,
NE-2013-1147619,grypus,NE,United States,Long Beach Island,Ocean,NJ,Atlantic Ocean,"On North Beach, at 1131 Long Beach Blvd. and the beach.",39.685277,39.685277,decimal degrees,estimate,74.145856,-74.145856,decimal degrees,estimate,Internet,2013-FEB-18,N,Y,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1147620,grypus,NE,United States,Long Beach Island,Ocean,NJ,Atlantic Ocean,"In Holgate, at Pershing Avenue and the beach.",39.534514,39.534514,decimal degrees,estimate,74.260194,-74.260194,decimal degrees,estimate,Internet,2013-FEB-20,N,Y,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1147621,delphis,NE,United States,Rumson,Monmouth,NJ,Atlantic Ocean,At 16 Harbor Drive on the bank of the Shrewsvury River.,40.340593,40.340593,decimal degrees,estimate,74.018089,-74.018089,decimal degrees,estimate,Internet,2013-FEB-26,Y,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1147673,coeruleoalba,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,North End Beach,39.433497,39.433497,decimal degrees,estimate,74.335398,-74.335398,decimal degrees,estimate,Internet,2013-FEB-27,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1149372,truncatus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,Decateur Ave Beach,39.934793,39.934793,decimal degrees,estimate,74.071381,-74.071381,decimal degrees,estimate,Internet,2013-JUL-14,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1147920,vitulina,NE,United States,Sandy Hook,Monmouth,NJ,Atlantic Ocean,"Beach near ""battery kingman.""",40.470697,40.470697,decimal degrees,estimate,74.013797,-74.013797,decimal degrees,estimate,Internet,2013-MAR-15,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1147921,grypus,NE,United States,Bethany Beach,Sussex,DE,Atlantic Ocean,"1/2 Mile North of 3 R""s parking area.",38.596649,38.596649,decimal degrees,estimate,75.059604,-75.059604,decimal degrees,estimate,Internet,2013-MAR-15,N,Y,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1150533,truncatus,NE,United States,North Wildwood,Cape May,NJ,Atlantic Ocean,4th Street beach,38.999999,38.999999,decimal degrees,estimate,74.787185,-74.787185,decimal degrees,,Internet,2013-JUL-29,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1148854,vitulina,NE,United States,Little Beach Island,Atlantic,NJ,Atlantic Ocean,"On the middle island overwash, Edwin B. Forsyth National Wildlife Refuge",39.473253,39.473253,decimal degrees,estimate,74.316756,-74.316756,decimal degrees,estimate,Internet,2013-MAY-30,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1148855,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,"Higbee Beach Wildlife Management Area, w/2 mile north of the end of Sunset Blvd",38.950501,38.950501,decimal degrees,estimate,74.967615,-74.967615,decimal degrees,estimate,Internet,2013-JUN-01,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1147937,grypus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,23rd Ave and the beach,39.906244,39.906244,decimal degrees,estimate,74.078224,-74.078224,decimal degrees,estimate,Internet,2013-MAR-18,N,N,N,Y,N,N,Y,Y,N,N,,,MALE,PUP/CALF
NE-2013-1150923,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,52nd street beach,39.079983,39.079983,decimal degrees,estimate,74.73081,-74.73081,decimal degrees,estimate,Internet,2013-AUG-08,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1152876,truncatus,NE,United States,North Cape May,Cape May,NJ,Atlantic Ocean,Fernwood Road and the bay,38.994297,38.994297,decimal degrees,estimate,74.95785,-74.95785,decimal degrees,estimate,Internet,2013-NOV-25,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1150765,truncatus,NE,United States,Long Beach Twp,Ocean,NJ,Atlantic Ocean,88th Street beach,39.604123,39.604123,decimal degrees,estimate,74.205733,-74.205733,decimal degrees,estimate,Internet,2013-JUL-30,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1150766,truncatus,NE,United States,Atlantic City,Ocean,NJ,Atlantic Ocean,Bartram Ave beach,39.344398,39.344398,decimal degrees,estimate,74.460233,-74.460233,decimal degrees,estimate,Internet,2013-JUL-31,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
